Media Title,Sarah reviewed,Ania to review?,Ania reviewed,Excerpt Copy,About,Insights,Roadblocks,Resources,Codes Applied Combined
CureHHT.txt,,,,"And you mentioned so this, the, for this one, there was the one case of the patient with cancer. And that's how kind of saw that it was promising. Do you happen to remember what year that was? Just to get a sense of like, how long.

Speaker 1  27:29  
That was around 2008? 

Ania K  27:33  
Okay, so quite a while ago, 

Speaker 1  27:36  
2008 2009, somewhere around.",,,,,GENERAL: Date of project initiation
CureHHT.txt,,,,"And then there was off label use, since the physician saw that it was, it was effective. 

Speaker 1  28:00  
And they're still using it

Ania K  28:01  
And they're still using it. Right. And you guys are tracking that? I think you mentioned with the registry, the off label use. 

Speaker 1  28:07  
We arein. So we now are launching our registry. So we have a physician's registry that we're launching, it is tracked in each of the centers but with, with the Pazopanib trial, we will have our registry launched and we will be tracking that very closely.",,,,,Org Support: off label use tracking
CureHHT.txt,,,,"Let's look at other diseases. Let's look at what's working. I was, I've been invited to speak many times at vascular anomalies meetings, and they would talk about Sirolimus, Sirolimus, Sirolimus. And so we're looking at it. So it could be used in combination with other things. We don't know. That's just getting started

Ania K  42:28  
The clinical trial is just getting started. 

Speaker 1  42:29  
Yes. Yeah. And that's in Toronto, we don't have a lot to do with it. Because it is all federal fund, funded. Other than getting the, other than, other than getting the speakers to spark some interest.

Ania K  42:46  
Are you supporting the patient recruitment, though?

Speaker 1  42:48  
Oh, yes, yes. Yeah.

Ania K  42:51  
And that's a phase two, three, 

Speaker 1  42:54  
Phase two. Phase two. ",,,,,"Step: Clinical Trial,Org Support: Clinical trial recruitment"
CureHHT.txt,,,,"And for this one with Genentech, did they, I know they're not, with pharma, pharmaceutical company issues, I feel like they're not very forthcoming of why they're not cooperating, but did they happen to mention like, why they're not interested, like any sort of,

Speaker 1  30:18  
It wasn't part of their portfolio. 

Ania K  30:20  
Okay. That's not much. Not much to go on.

Speaker 1  30:24  
My guess is it, because it was going off patent in like four years, they didn't, they didn't want to make the investment. That was my, my guess, and vo— and Pazopanib goes off patent in 2023. So, the calculus also in our decision making with Novartis.",,,,,"Issues: pharmaceutical company support/cooperation,Org Support: conversations with pharma company"
CureHHT.txt,,,,"Yeah. So let me just quickly give you three minutes of what happened with Sirolimus. 

Ania K  40:18  
Okay. 

Speaker 1  40:20  
So we have the scientific conferences that we've been holding since 1996. And they have now grown to over 200 people, they're held every other year. In 2017, we invited a speaker, or no, 2019. We invited a speaker with vascular anomaly, no 2017, we invited a speaker with experience in research. And part of, there's a subset of people that have HHT and pulmonary hypertension. And she said, to our committee, our meeting of 200 people, I'm, you all haven't looked at FT506. And we're all like, what is FT506? Well, Sirolimus. So, um, that sparked some thought. And it, we had some trials in process. It's a big program, project grant. So we had to wait until that completed. But since then, we've been involved, getting more involved with vascular anomalies, and looking at the data, and some animal data that's not funded by us. But there is a, now a trial that has just been launched in Toronto, and that is funded. You know, that's federally funded. So we're not involved in that. But we were the people that were always looking to, let's think outside the box. Let's look at other diseases. Let's look at what's working. I was, I've been invited to speak many times at vascular anomalies meetings, and they would talk about Sirolimus, Sirolimus, Sirolimus. And so we're looking at it. So it could be used in combination with other things. We don't know. That's just getting started",,,,,"GENERAL: Sirolimus,STEP Drug ID: similar diseases"
CureHHT.txt,,,," So you also mentioned in the survey that there was a high throughput drug screen that was done.

Speaker 1  24:16  
Yes, we did. So I also will say that we did, obviously before we started, you know, down the pazopanib road. We did have preclinical mouse model data, it was very, it was pretty strong. Yes. So we in 2015 funded young investigators. And one was a grant to a very small company at the time now it's considered to be an unbelievably strong company, it uses machine learning called Recursion Pharma. So we supported, we funded a young investigator and they did drug throughput screening. And what's unbelievable is they came upon three, they got three hits. And it was unbelievable. They had. And I remember the chart, 1, 5, and 15. I mean, there were in the top, in the top 20 out of 6000 compounds. And the compound recursion went to the company and said, you know, this compound, it looks really strong. And the company was not interested.",,,,,"STEP Drug ID: HTDS & other drug screens,Org Support: Funding HTDS & other drug screens,STEP Drug ID: researcher preclinical research"
CureHHT.txt,,,,"Did you have any kind of models in mind of how to do drug repurposing? Were you following in somebody's footsteps? Did you hear about other organizations? Or is it just kind of like step by step? Or was it researcher led? Like, how did you know? Like what to do next.

Speaker 1  55:41  
Researcher led. Researcher led, and one of our researchers has done this really cool, he grew blood vessels on a chip. So you can do drug rescreen and purpose on the chip. 

Ania K  55:59  
Huh, that's cool.

Speaker 1  56:00  
And then and when we put out the RFP for our investigators, we got, you know, proposals for the high throughput screen. So that is how we came about it. ",,,,,GENERAL: DR design: inspiration from other RDNPs
CureHHT.txt,,,,"some testing in animal models as well for this one, right? 

Speaker 1  35:10  
Oh Yes. Yeah. A lot of testing in animal models and zebrafish, both.

Ania K  35:18  
Great. And that was also funded 

Speaker 1  35:22  
By us. 

Ania K  35:23  
Right. Yeah. [inaudible]

Speaker 1  35:24  
And some by the company. I will say later on. Glaxo did fund some when they were doing the proof of concept. But primarily, it was us.",,,,,"Org Support: Funding preclinical research after drug ID,STEP Preclinical research"
CureHHT.txt,,,,"So you got, you have to make sure that you're valued, and that you're not getting lip service.

Ania K  1:00:59  
And is this considering just pharmaceutical or biotech? Or are you had have had that a little bit with academic centers as well.

Speaker 1  1:01:06  
Academic 100%? You know, and, and in trials that we like, when we fund these grants, right. These, whether they're mechanistic, they're, you know, $50,000, maybe $75,000 grants through the years. And they would say, Well, no, our overhead costs were 25%. And I said, no, this is coming from patient donations. So our policy is zero, if I'm really pushed to the wall, I'll do a max of 10%. But you have to, you have to be, you have to be, because we have the patients. We bring the webinars, we bring people together. And and so, and we, I've been on the other side. So I know what those motives are, too. And there are really good companies and people, there are people that really want best interest. You just have to know your power.

Ania K  1:02:13  
And any advice on how to maybe pick which academics or which academic centers are better? Like is it younger investigators, like more experienced.

Speaker 1  1:02:23  
Interesting question, yeah. So I, the centers, so we get feedback from patients that go to our centers, right. And I know how some of our, so we have centers, centers of excellence. We're now, we've taken, we are revising our process, because not all of our centers are excellent. And so that's true statement. And what's crazy is you build it like, when Hopkins opened, we said Penn's an hour away, well, they have 800 patients. North Carolina opens, they have you know, 700 I mean, they're 1000s of patients, right, that come in on imaging. And so, and they're profit centers, really. And so. We, my advice was, who is engaging with you? Who's attending your meetings? Who was presenting at your conferences? Who, who are helping, write, who do you turn to if you want to do lay summaries of certain trials? You know, who these people are. Some of the, I will say some of the, one of the reasons that we were late to the game in 2010 was the guy that founded us. He uh, he uh, he fought with, I, he fought with me tooth and nail, you're giving chemo to patients, this was Avastin, in, and you shouldn't be doing this clinical, you know, this topical trial. We should be doing this, you know, intervention, Young's procedure, having your nose sewn shut. I said absolutely 100% no. Oh, yeah, that's a, that's a treatment. On the inside, you, you they so it's called Young's procedure. It's ridiculous. Or taking what they what they were doing for 20 years is taking skin from the thigh and putting it in the nose. Guess what happens? You've got to take care of that every day. And the vessels grow around it. So it doesn't, yes. So what I'm saying is, I have a lot of battle scars. I had to like say no, you've done a lot for us and our, we wouldn't be here as an organization. But no. This isn't right for the patients and, so yeah, I did, I did bring more younger people that I relied upon, people that were open minded, and the people who were really coming to the table and didn't have the ego. And we can 

Ania K  1:05:14  
That collaborative aspect that you were talking about 

Speaker 1  1:05:16  
Has to be collaborative, you have to be collaborative, you have to be, and, and so we know who they are based on our interaction. And, you know, we, we have, we have them working on committees with us. So we kind of know who shows up and who doesn't.",,,,,"Org Support: Collaboration with Academics,Issues: collaborating with academics"
CureHHT.txt,,,,"And so they started dipping their toe in and finding that their patients were getting better and there weren't side effects. So we then decided that what if we do this topically, so we funded a multicenter clinical trial, we had $200,000 in a research account, specifically for this, and we had six of our most active centers, committed physicians who had some research experience. And we did a clinical trial with the six sites. And we looked at, and we worked very closely, we worked with the FDA. We got to, we got these bottles that had to be used, and the drug in the bottle, and what concentration, and they would be applied. So we looked at Bevacizumab, which is another name for Avastin and three other agents versus saline. And the study was completed in two years, it was published and it was, we found that the Bevacizumab topically was not, was just as effective as saline. Two caveats one, we don't think the concentration was high enough. And two, the patients that were using it in the nose topically, were irrigating. And that didn't come out until after, well after the trial. So you, one could argue or think that perhaps the agent wasn't getting to the, the vascular tissue where it needed to be. So we had then several of our universities started to use it more and more. And they approached Genentech again, and specifically UCSF because they were in their backyard. And they initially agreed to supply drug. And this was a funded project through the American Heart Association. And then they decided not to.",,,,,"STEP Preclinical research,Org Support: Funding preclinical research after drug ID,Org Support: Conversations with FDA,Org Support: Facilitating pharma providing drug for clinical trials"
CureHHT.txt,,,,"Okay. And everybody who's getting it off label, you said they're, they're not having issues with insurance, because it's covered with Medicare.  

Speaker 1  28:36  
Now they're not but but still a lot of people know, they, you know, depends what type of insurance but our doctors are un, our doctors are unbelievable. We've reached appeal letters, I've written appeal letters. And more often than not, it's covered, but there are some cases where it isn't.

Ania K  28:56  
Gotcha. Okay. And that's kind of why are you seeing FDA approval as like the success outcome? Because is it is it because of the insurance issues or?

Speaker 1  29:08  
Yeah, it's access. It's FDA, its approval, um, its cost. Okay, so that's a big one. I mean, to, for this vast in treatment, it's $70,000. 

Ania K  29:23  
Wow. 

Speaker 1  29:23  
So it's, it's, it's prohibitive. And so, we really want an approved therapy, and that's what we're looking at for Pazopanib. We had to make a decision and our board needed to make a decision. We could keep, you know, getting product from Canada, people could be, right, but we're not doing that. We said no, we're going for registration because we think this drug works. And it works at 1/32 of the cancer dose. ",,,,,"GENERAL: Insurance coverage,Outcome: FDA approval [planned]"
CureHHT.txt,,,,"And this drug is off patent, on patent, what's its current status?

Speaker 1  48:03  
I think it's on patent. You know, there was a lot, there was some work done on Pomalidomide years ago, showing some effect, but it was mixed. So this, you know, there's Lenalidomide and Pomalidomide. So this is a different version.

Ania K  48:22  
Okay. Great. Okay. So no pushback with the pharmaceutical company this time? 

Speaker 1  48:27  
No, believe it or not, I have two, two other companies that have come to me. One is designing, one has a molecule specifically for HHT. They're in Switzerland, ironically, they're a spin off of Novartis. That's because of one of our physicians in the Netherlands. So that trial will start next year. And we've done some outreach to another company, researcher, and I presented on Zoom, they, are indicated some interest. And then there's a third that reached out to me on LinkedIn. So I'm presenting to their team in September in Boston.

Ania K  49:10  
Interesting. So there are good ones and kind of difficult ",,,,,"GENERAL: Drug patent status,Org Support: conversations with pharma company"
CureHHT.txt,,,,"Great. Okay. And then just walking through quickly of, of the organization supports, you supported the utilization off label, you supported recruitment into that trial. You also listed you supported compassionate use as well.

Speaker 1  34:07  
Yes, we did. We provided a lot of education, a lot of webinars. We, you know, gave it our patient conferences, you know, we really educated the community.",,,,,"Org Support: facilitate compassionate use access,Org Support: Clinical trial recruitment,Org Support: off label use tracking,Org Support: Sharing research results with the public,Org Support: conversations with pharma company"
CureHHT.txt,,,,"What about some of these research collaborations with the, with the academic centers? Were these something that you established specifically for these projects for the repurposing? Or was this something that you had like [inaudible/overlapping]

Speaker 1  35:38  
We made recommendations, we were asked. And generally I have a pretty good pulse on density of patients' experience of their, the center directors and the people that would be working together in the trial. So we made recommendations as to who should be involved in collaboration with a few, one, one or two of our clinicians.

Ania K  36:26  
And I guess that's maybe a benefit of being such a, you know, I think you said you were established in 1991. So you've been around a while as an organization. So all these

Speaker 1  36:34  
Exactly

Ania K  36:35  
Collaborations, academic center, you kind of were able to pull on those resources, 

Speaker 1  36:39  
Right. And what we do is we certified all these centers, right. So we have a process. It's an 18 month process. So we know them very, very well.",,,,,"Org Support: Collaboration with Academics,Org Support: facilitating international collaboration/data sharing,Org Support: Researcher network"
CureHHT.txt,,,,"so you're also focusing on the novel drug development as well, as you're repurposing, Are you also doing gene therapy? Are you doing like—

Speaker 1  50:38  
Yeah, so we funded, uh, that same year, we funded a young investigator, they are, they are looking, and so we, because this disease is a mutation in the blood vessel cells, you can't replace every cell, blood vessel cell in the body, right. So we know it's going to, we think it's going to be organ specific. So the first organ they're looking at, and they have used gene therapy successfully, is the brain. So these arteriovenous malformations, what happens the worst is, you know, you have babies that get hemorrhages and die, they don't know, because they don't know they have this or people. This is a disease that most people don't know they have 85% of the people are not diagnosed. And that's because they think nosebleeds are normal in their family until somebody has a stroke, dies. And there's an event, it's like, so it's missed a lot, like most rare diseases, because, you know, ever, all the problems are internal, there's nothing external. So that's a, it's a benefit, and it's a curse. So they, so they, the gene therapy has shown promise in the brain. We did have some liver toxicity in the animal model, so they're working on it.",,,,,GENERAL: NovelDrugs/GeneTherapy/DR focus
CureHHT.txt,,,,"What about some of the preclinical early on research? Was that funded by the organization? Or is that kind of researcher? That was funded?

Speaker 1  34:46  
That was funded by us. 

Ania K  34:47  
So you were kind of with it from the very beginning ",,,,,Org Support: Funding Research
CureHHT.txt,,,,"So can you talk a little bit about how you're seeing drug repurposing versus novel drug development versus gene therapy? Like what role does it play in the whole, the whole plan, I guess.

Speaker 1  52:16  
Um, gene therapy, it will, will be there in, I'd say, in the more distant future. Okay. And it'll be organ specific. We need drug repurposing in therapeutics now, and, you know, genes, that, we don't know if gene therapy is going to work, we don't know because we have seven organs involved. The brain, the lung, the nose, the GI, the liver. You know, we now think the uterus, I mean, we could go on and on. And so we have to think about that. And, and the, the real problem is, you know, we were formed in 91. And that was great. But we were formed by a doctor, thank goodness who took an interest. He was an interventional radiologist. So all of the treatments are interventional in the nose. They were doing, you know, grafts that were horrendous. They were doing cautery, laser, you name it, it's all interventional. The same thing when you have 50% of our patients have lung, these vascular malformations in the lungs. So you go in with coils and plugs and you go in the artery, well, you know, we want to have drugs that are going to shrink the vessels instead of all of these interventional treatments. So I, drug repurposing is huge, and we're now looking at all the pathways. So Sirolimus, Tacrolimus had an okay response. So we're looking at Sirolimus. But we see now there could be a pick three pathway. So that's why we're looking at that, but we have a very complicated TGF beta pathway. And the other piece to this and I tried to get NCI involved. People with HHT have less cancer. And if we do get cancer, we have a better survival rate. And one of the treatments for sarcoma is the endoglin antibody, which is the protein that we're deficient in so the whole piece with ca -  because what is cancer, overgrowth of blood vessels, that's why those drugs work, right. So, so that's, that's, it's, it's got to happen. And, and we're, we're pretty, I would say we're pretty relentless.",,,,,GENERAL: NovelDrugs/GeneTherapy/DR focus
CureHHT.txt,,,,"they attended our meetings. Um, they didn't, they didn't give a lot of detail. We, I, we had our scientists, we had our physicians, we had patients. No, because, I don't know, it was this. We were relegated to a small group in Cambridge, and I forget what the name of that group was called. I used to be there all the time. But there was, there were changes in leadership. And the one guy in hematology just was no. And the problem is he didn't understand the disease. And that's the problem that I find many times until, and that's the Pomalidomide story with NIH. They sometimes make assumptions, if they know the disease and they don't. So we educated them and tried. At NIH, we were very successful. And we have our first multi funded, multicenter funded study with Pomalidomide. But that was only after I had demanded a meeting with NHLBI senior leadership",,,,,"Org Support: conversations with pharma company,Org support: inviting pharma reps to patient conferences"
CureHHT.txt,,,,"Ania K  32:43  
Great. Um, let me see if there's anything else I have for Avastin before we switch. So I guess that's currently the stage. Right. There's, you said there's two ongoing studies, that there's this inhivit study, if it's going off patent, do you feel like that will make it easier for you to go and find a generic version for more [inaudible - overlapping audio] clinical trials

Speaker 1  33:03  
There are, there are three biosimilars now, um, and I believe some of our hematologists are using it, it's, it could be cheaper than 70 grand ($), you know, for one treatment, one, six. It's six doses, like, six weeks apart.

Ania K  33:25  
Hmm.

Speaker 1  33:26  
Right. So it's $70,000. 

Ania K  33:29  
Yeah, that's whoops. It's numbers are ridiculous. Um, let me see what else. Oh, the clinical trial that you mentioned, the, the topical one what, what year was that? So I

Speaker 1  33:39  
That was 2010. And that, all that was published that was published in JAMA.",,,,,"GENERAL: Insurance coverage,GENERAL: Drug patent status"
CureHHT.txt,,,,"So how and so we got into this because there was a patient in the Midwest, who had cancer and was getting treated with IV Avastin, which is Bevacizumab. It's owned by Genentech. And suddenly, another feature is that you have these telangiectasias, which are these, it's direct connections between the arteries and the veins. That's why, that's why the vessels bleed, and suddenly, the nosebleeds kind of stopped, the GI bleeding stopped, the anemia was reversed. And the red telangiectasias were disappearing. So we thought, wow, okay, something's going on here. So we have a few physicians that have HHT and one was an ophthalmologist and he knew the Avastin story with treating macular degeneration. So he saw an ENT who were the physicians since biggest, biggest manifestation are nosebleeds. Saw an ENT, and they started to do some treatments, some injections in the nose, and then they were doing photography to see what was happening in the vessels. And you know, this ENT was thinking, he wanted to do, he was out of the box, right, he was out of the box thinker. And ironically, the, the decrease in vascularization was astounding. So we, then a few other doctors said, well, let me, let me try this. But there was a lot of concern because this is a cancer drug. And we were using an IV five milligram per kilogram. We didn't know how often, we didn't know, we were just, patients were desperate. ",,,,,STEP Drug ID: serendipity
CureHHT.txt,,,,"So would that be that would that would be your biggest advice of kind of be more, more aggressive with it pharmaceutical companies maybe.

Speaker 1  59:09  
Have to be. Absolutely. 100%

Ania K  59:13  
Anything else that you think of when we think about like learnings you'd like to pass on to other organizations of that maybe 

Speaker 1  59:19  
You know your, know your, know your strength, know that they need you as much as you need them. Know that you have the patient population, know that you, the patients trust us. So, we need, my advice would be you want a partner at the same time you keep your values, and that we should be part of the process. Be patient focused, patient driven, we should have a say in what the design and, the design is, we're not statisticians. But what the endpoints are. What are we looking at for the outcomes? What are the endpoints? And, And how, and, and then again, is the drug or is the treatment going to be affordable? And how are we going to? How are we going to do that at the other end? Like for us for Pazopanib it's unbelievable, it's inexpensive. And if we, if we wanted to be another arm, so we're not going to be a pharma, biotech making drug and selling it to our, that would be horrendously conflict of interest, but the drug works. So you got, you have to make sure that you're valued, and that you're not getting lip service.",,,,,GENERAL: Advice
CureHHT.txt,,,,"Well there are and I think primarily, so we've had some big wins, right. So there's some press releases on this. We got this big trial going, we're doing this on our own. We got federal funding after 17 years for our centers of excellence. That was a huge deal. So suddenly, it's like, oh, okay, well, this group must, you know, is they're, they're doing it in our, and it's showing in our publications.

Ania K  49:41  
But I think that's a great example of what you know why rare disease nonprofits really are necessary like both, because a lot of that, I mean, none of that, I guess would have happened otherwise, you really like spearheaded a lot of that collaboration and facilitated all of that",,,,,Org Support: Sharing research results with the public
CureHHT.txt,,,,"s were desperate. With this, the patients are desperate with this disease when you're homebound because of it. And so it was actually doing good. And so we approached Genentech, and they told us no. And we tried for two years, actually. And more and more physicians started dipping their toe in. We have clinical centers of excellence. Our organization was founded in 1991. So we started out with one center of excellence. Now they're pretty common in rare disease. But now we have 33 in North America, several on the pipeline, and another 25, globally. So we've been doing this a long time. ",,,,,Issues: pharmaceutical company support/cooperation
CureHHT.txt,,,,"HHT was described 100 years, 130 years ago, and we have no, we have no FDA approved treatments. It's a vascular blood vessel disorder. It has two issues, you have chronic bleeding from the nose and in 90% of the patients and GI which leads to, you could think of nosebleeds and you think of you know, maybe having, it's pretty common, right. But in HHT, it's lifelong, it's autosomal dominant, it's genetic, and we are one in 5000. So we're pretty common disease, rare disease.",,,,,GENERAL: No FDA approved Drugs
Falconi Anemia.txt,checked,,,"usually with our organization, investigators would submit grants to us or we would reach out to them specifically and say, hey, we'd want you to study XYZ. And that's probably what manifested back then. But yes, it was through around 3800 compounds that were screened. And I have to look back and see what different drug compound libraries they use. ",,"- 3800 compounds screened
- This org has both received grant submissions from investigators AND reached out directly to investigators to see if they would be interested in studying XYZ",,,STEP Drug ID: HTDS & other drug screens
Falconi Anemia.txt,checked,,,"Um, with the directed ones that you said, you kind of adjust based on your, your, the, the patient needs, is that just kind of the scientific advisory board comes together and decides what the patient needs are? Or do you like have any patient input directly of what the research should be?

Speaker 1  31:38  
Yeah, so we have an order view committee that on that committee, we have one patient, and then four or five parents of patients. And then we have basic scientists, clinicians, myself. So it covers a gamut of what's the best need of the patient from a clinical perspective, their own perspective, and then from the basic science perspective, so we try to cover all the bases. And generally, the sentiment of our community is if it's not close to being in the clinic, we can't fund it. So it has to be if we're just it's like, it can't be a fishing expedition of let's see what proteins might be involved, there has to be some translational applicability. And that's just the standard that we use for everything right now. So it doesn't go much further than that. Because at this point, we just need something.",,"- SAB/MAB should include variety of perspectives: basic science, clinicians, patients, loved ones, etc.
- You can be selective in choosing what to fund; e.g., you may choose to only fund projects that have translational applicability. ",,,
Falconi Anemia.txt,checked,,,"And with these academic collaborations, have you had any issues with, you know, withholding of data, or maybe not, not sharing data because they want to publish it later or anything like that.

Speaker 1  32:43  
So we used to. The Fanconi field used to be extremely siloed. And when I first got here, I was actually really disheartened, because there was just a lot of: so and so has this, and so and so has this data, I need samples and no one shares. And so over the past four years, I've tried to work really hard to change that. And so we now require people to work together, and we require them to share, they make it very publicly known when they're not sharing. And so I think the field has gotten to the point now where if they don't share, it actually will be derailing their careers. So we're in a good spot with that. It's just now we need the resources, we need to develop better tumor banks, we need to have access to the patients. And so I think the scientific and research community is all on board. It's just getting everything streamlined enough so that we can develop all those resource level projects that are maybe aren't so [redacted], I'm sorry, I shouldn't use that word. Take that out of the transcript, but that are needed to move the the other research forward because you need to have access to all the tissues and the tumors and everything that we just don't have good access to right now.

Ania K  33:48  
Makes sense. With organizations, I guess moving towards like, learnings from this. I think there are a lot of organizations are having those kinds of problems of silos and researcher collaboration. So what would you kind of advise other organizations that are in those kind of similar situations of like, how do you either establish the collaboration, collaborations in a way that like that they have to share, you know, if they're going to work with you, or like, if it's an ongoing collaboration? How do you kind of encourage. Can you just talk a little bit more about that?

Speaker 1  34:24  
Yeah, I know a lot of it. I wish I had some perfected lists of steps, but a lot of it is just knowing people well, and knowing what their strengths are and egos and just paying careful attention to that and working with them one on one, getting them to be in more meetings with you initially. And then really encouraging them to do collaborative projects where their funding is actually integrated. That helps a lot. So when we started the Stand Up to Cancer team, for example, prior to that, we had never funded a team of researchers and so. Unfortunately, I think a lot of researchers follow the money. So if you say, say the mandate, you need to work together or you don't get funding, then they just start doing that. It's it's just as simple as it is. But on a more humanistic level, I think it's also just making sure people have a voice and a place at the table. And that can be kind of difficult when you're dealing with scientists, obviously. But I think just, I think what we've done is just kind of work as an intermediary. So we have a lot of mandates. And it's also about holding up a certain level of excellence. And so they see your foundation as something that's a guiding light, as opposed to why are we dealing with those people. So, these people, so on different levels, I think it's just mandating collaboration, mandating, sharing, and any of the contracts that you have with the universities, and then really catering to relationship building. So spending time learning about the investigators, and like I said, what their strengths are, because each PI brings a unique angle to it. And they just don't necessarily see that. And so they also have to understand that this is going to benefit their career, because we're working on more publications, and sometimes it's hard for them to see that. And I think the biggest issue like, like I said earlier, it's just who has access to tissues and everything like that. But once you establish it in a way where the community knows who has all the resources, and then you continually say they're not sharing, then you can call them out on it and say, Okay, you're not sharing and XYZ number people have told me this. So accountability would probably be the last step. So it's not easy, but I think it's doable. And another thing too, is patients. So you have to use the patients to really push them. So we hold a big scientific conference every year, except for the last two years. It was virtual. But what's great about it is we hold it concomitantly with our adult retreat. So about 60 adults with Fanconi Anemia come, and they actually integrate with the researchers and they meet them personally. And so when you meet a person with Fanconi Anemia, and you see the urgency in their eyes of how much help they need, you can say to those researchers 'Stop messing around.' You start, you start working together, because these people need you. And that makes a huge difference when they see 'oh my gosh, the work we're doing is going to directly relate to helping these people' as opposed to 'oh, my protein, and my papers, and my tenure'. So there's a lot of heart in our community. And I think that largely comes from the patients being involved and having touched points for the researchers. So those are all the different areas that we use to kind of galvanize our community. It's not easy, it's not perfect, I spend a lot of time putting out fires, I'm sure there's a lot of back talk, as human beings do. But in the long run it's the only way to move forward on any of these rare diseases. And so we'll just keep doing that until we can't anymore.

Ania K  37:34  
Have you found any difference between working with like big, well known institutions, or like, well known researchers versus like, up and coming researchers, that kind of thing?

Speaker 1  37:45  
Oh, definitely. The old timers are very, 'we don't need to share, we have everything we need.' And then the new the new investigators are very much trying to get into the field and will do anything to get access to the expertise and access to the patients and the tissues and, and everything. So definitely the harder group to work with are the, the older generations, but I think they're even coming around. It's just more of like I said, massaging egos and saying 'yes, yes, you're the best. Yes, yes, we need you.' But if you don't start collaborating, we can't really do anything. And you can't be the only person working on this. Another, I don't know if it's a benefit, but what's different in our field is it for 30 years, everyone was focused on hematologic issues. And so all of our experts are transplant doctors and DNA repair experts. And so now there's a shift to cancer. And so they're not the experts anymore. So they don't know anything about squamous cell carcinoma. And so we're bringing in all these new people. So it's this juxtaposition between the old and the new, but it's the old who are no longer needed for certain things. And so they still want to be part of it. And so they're more collaborative. So it's an interesting landscape, I think, compared to other diseases, maybe where you don't have such a fulcrum of change in terms of what you're looking at for disease.",,"'- Work hard to break down knowledge silos (or avoid their development in the first place). Strategies include requiring collaboration, making it known when people aren't collaborating/sharing (striving toward a culture where sharing is the de facto expectation).
- Make sure people feel like they have a seat at the table / a voice. Be a role model. 
- Demand collaboration & sharing. Accountability matters; call people out when they're not upholding expectations of sharing and collaboration. 
- Build the skill of individualization (per Gallup, ""People exceptionally talented in the Individualization theme are intrigued with the unique qualities of each person. They have a gift for figuring out how different people can work together productively). Work with people 1-on-1 -- at least initially -- and learn their strengths, encourage them to join collaborative projects, etc. Learn to articulate, for ex., how participating in a given project might help an investigator or PI advance their career.
- Involve patients. Find opportunities to share their stories; for researchers to meet them in person; emphasize how and why a researcher's work can benefit them. (NOTE: gonna put on my ethicist glasses for a sec and stress that we should take care w/ (re)phrasing here to avoid advocating for, like, guilt-tripping or any kind of deliberatively manipulative tactics? Like - it can be a fine line btwn using a story to persuade/motivate/inspire vs. to demand/compel/instill sense of obligation) 
- UNETHICAL TIP (legit, how do we communicate this stuff on the sly?) - massage egos as a means to an end","- Data silos, e.g., with academics, scientists, researchers, other orgs. Might  be limitations or restrictions in terms of access to data, samples, etc.",,Issues: collaborating with academics
Falconi Anemia.txt,checked,,,"Ania K  48:30  
No, yeah, definitely. That sounds like it would be, I mean, currently frustrated about that as well. Um, and then again, like that kind of brings back the question of sharing across across borders. I'm assuming there's like IRB issues, and HIPAA, and all of that, I guess, probably rather complicated.

Speaker 1  48:48  
Oh, yeah. I spent six months trying to get cell lines from Amsterdam, that we didn't end up getting because they have such strict rules about sharing samples that could have genomic studies done on them. Because back in the 80s, they didn't consent their patients who are no, whom are no longer alive, but still, they can't share them. And that's just cell lines. So imagine all the patient data, it's, I know, it's just the data issues. Just it's all if it's for everybody, everybody has this issue. I don't think this is unique to us at all. A lot of organizations I talked to we may have a lot of registries, but in general, I think the data silos is a common problem. And some people are better off than we are. And they've done a better job of making sure that doesn't happen from the beginning, but it's just where we are right now.",,,"- Can be challenging to work with international organizations in DR process. Even if there is an eagerness to share/collaborate, the ability to do so may be limited by laws, rules, regulations, etc.",,Org Support: facilitating international collaboration/data sharing
Falconi Anemia.txt,checked,,,"But that has even fewer patients. It's even a smaller subset of Fanconi patients that have that. So there might be 20 worldwide who have that. So it's an even harder issue, but it's very devastating. It's extremely debilitating and the patients become they can't use any of their motor skills and cognitively, they start going downhill. Basically, their body is just falling apart. And there's just no way to stop it. They were put on steroids for a long time as the only way they could really combat it because they get these weird brain lesions that aren't cancerous, but they're calcifications or maybe some sort of vasculopathy. So absolutely what we will be looking at drug repurposing studies for that once we can get a handle on all like cancer stuff. As we use it, there's just so much, this disease, it's just really unkind.",,,- Can be extremely challenging to organize studies when a rare disease patient population is small. This issue is compounded by restrictions that prohibit/limit international research ,,"Issue: international patient population,Issue: small patient population"
